Title,Price,Brand,Condition,Location,Description,URL,Scraped_Date,RAM,Storage,Camera_MP,Battery_mAh,Screen_Size,Is_5G,PTA_Approved,Has_Warranty,Has_Box
Featured,53000,Apple,Used,Chat,"Rs 53,000 Oneplus Nord CE 5G 12/256gb Shahdara, Lahore•16 hours ago Call",https://www.olx.com.pk/item/oneplus-nord-ce-5g-12256gb-iid-1109562254,2025-12-21T03:46:25.112872,12.0,256,,,,1,0,0,0
Featured,90000,Apple,Used,Chat,"Rs 90,000 Pixel 8 256 gb with box (PTA Approved) DHA Phase 2, Karachi•1 day ago Call",https://www.olx.com.pk/item/pixel-8-256-gb-with-box-pta-approved-iid-1109330412,2025-12-21T03:46:32.992267,,256,,,,0,1,0,1
Featured,25500,Apple,Used,Chat,"Rs 25,500 Samsung A05s 4gb Ram 128gb Storage with Box Gulshan-e-Iqbal, Karachi•1 day ago Call",https://www.olx.com.pk/item/samsung-a05s-4gb-ram-128gb-storage-with-box-iid-1082136931,2025-12-21T03:46:33.164947,4.0,128,,,,0,0,0,1
Featured,84999,Apple,Used,Chat,"Rs 84,999 Oneplus 12R 16GB-256GB Non PTA Mobile Saddar, Lahore•1 day ago Call",https://www.olx.com.pk/item/oneplus-12r-16gb-256gb-non-pta-mobile-iid-1109542903,2025-12-21T03:46:33.278445,,16,,,,0,1,0,0
Featured,14999,Apple,Used,Chat,"Rs 14,999 Motorola Moto G Play (2024) - 4/64GB - 50MP Camera - 90Hz Display Chungi Amar Sadhu, Lahore•1 day ago Call",https://www.olx.com.pk/item/motorola-moto-g-play-2024-464gb-50mp-camera-90hz-display-iid-1109545128,2025-12-21T03:46:39.506482,4.0,64,50.0,,,0,0,0,0
Featured,68500,Apple,New,Chat,"Rs 68,500 mi 11 ultra 12/256 pta approved 10/10 condition edge display back disp Johar Town Phase 1, Lahore•2 days ago Call",https://www.olx.com.pk/item/mi-11-ultra-12256-pta-approved-1010-condition-edge-display-back-disp-iid-1109543288,2025-12-21T03:46:39.736197,12.0,256,,,,0,1,0,0
Featured,58000,Apple,Used,Chat,"Rs 58,000 Google Pixel 7 8GB Ram 128GB Rom Official Pta Approved | Water Pack Jamshed Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-7-8gb-ram-128gb-rom-official-pta-approved-water-pack-iid-1108591233,2025-12-21T03:46:39.909466,8.0,128,,,,0,1,0,0
Featured,58000,Apple,Used,Chat,"Rs 58,000 Google Pixel 7 8GB Ram 128GB Rom Official Pta Approved | Water Pack Saddar Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-7-8gb-ram-128gb-rom-official-pta-approved-water-pack-iid-1107490155,2025-12-21T03:46:39.934046,8.0,128,,,,0,1,0,0
Featured,58000,Apple,Used,Chat,"Rs 58,000 Google Pixel 7 8GB Ram 128GB Rom Official Pta Approved | Water Pack Gulshan-e-Iqbal Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-7-8gb-ram-128gb-rom-official-pta-approved-water-pack-iid-1107490014,2025-12-21T03:46:39.959038,8.0,128,,,,0,1,0,0
Featured,60000,Apple,Used,Chat,"Rs 60,000 Google Pixel 8 8gb 128gb PTA Approved Dual Sim Abdullah Haroon Road, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-8-8gb-128gb-pta-approved-dual-sim-iid-1106993861,2025-12-21T03:46:39.984070,8.0,128,,,,0,1,0,0
Featured,60000,Apple,Used,Chat,"Rs 60,000 Google Pixel 8 8gb Ram & 128gb Pta Approved dual sim Gulshan-e-Iqbal Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-8-8gb-ram-128gb-pta-approved-dual-sim-iid-1106330446,2025-12-21T03:46:40.008648,8.0,128,,,,0,1,0,0
Featured,49999,Apple,Used,Chat,"Rs 49,999 Google Pixel 7A 8gb Ram 128gb Rom Official Pta Approved Water Pack Federal B Area, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-7a-8gb-ram-128gb-rom-official-pta-approved-water-pack-iid-1106104811,2025-12-21T03:46:40.034848,8.0,128,,,,0,1,0,0
Featured,60000,Apple,Used,Chat,"Rs 60,000 Google Pixel 8 8gb 128gb PTA Approved dual sim Abdullah Haroon Road, Karachi•2 days ago Call",https://www.olx.com.pk/item/google-pixel-8-8gb-128gb-pta-approved-dual-sim-iid-1102633153,2025-12-21T03:46:40.060131,8.0,128,,,,0,1,0,0
Featured,88000,Apple,Used,Chat,"Rs 88,000 iPhone 12 Pro 128GB Factory Unlocked NonPTA Box Available Allama Iqbal Town - Huma Block, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-12-pro-128gb-factory-unlocked-nonpta-box-available-iid-1109254411,2025-12-21T03:46:48.176540,,128,,,,0,0,0,1
Featured,68000,Apple,Used,Chat,"Rs 68,000 iphone 12 nonpta 128Gb mobl Gulberg 1, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-12-nonpta-128gb-mobl-iid-1108920820,2025-12-21T03:46:48.518148,,128,,,,0,0,0,0
Featured,88000,Apple,Used,Chat,"Rs 88,000 Google Pixel 8 128GB PTA Approved Main Boulevard Gulberg, Lahore•2 days ago Call",https://www.olx.com.pk/item/google-pixel-8-128gb-pta-approved-iid-1109533576,2025-12-21T03:46:48.572440,,128,,,,0,1,0,0
Featured,45000,Apple,New,Chat,"Rs 45,000 Apple iPhone 12 128GB Non Pta Water Pack Available At New Tech Saddar Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/apple-iphone-12-128gb-non-pta-water-pack-available-at-new-tech-iid-1109510327,2025-12-21T03:46:48.596864,,128,,,,0,1,0,0
Featured,75000,Apple,New,Chat,"Rs 75,000 Apple iPhone 14 128GB Black & Red Water Pack Non Pta At New Tech Saddar Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/apple-iphone-14-128gb-black-red-water-pack-non-pta-at-new-tech-iid-1109509614,2025-12-21T03:46:48.621721,,128,,,,0,1,0,0
Featured,65000,Apple,New,Chat,"Rs 65,000 Apple iPhone 13 128GB Non Pta Water Pack Under Warranty At New Tech Khalid Bin Walid Road, Karachi•2 days ago Call",https://www.olx.com.pk/item/apple-iphone-13-128gb-non-pta-water-pack-under-warranty-at-new-tech-iid-1109511802,2025-12-21T03:46:48.677673,,128,,,,0,1,1,0
Featured,36000,Apple,New,Chat,"Rs 36,000 Apple iPhone 11 64GB Non Pta Factory Unlock Available At New Tech Gulshan-e-Iqbal Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/apple-iphone-11-64gb-non-pta-factory-unlock-available-at-new-tech-iid-1109510932,2025-12-21T03:46:48.714729,,64,,,,0,1,0,0
Featured,70000,Apple,Used,Chat,"Rs 70,000 iPhone X 64GB PTA Approved Dual SIM Green Town, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-x-64gb-pta-approved-dual-sim-iid-1109520249,2025-12-21T03:46:48.752535,,64,,,,0,1,0,0
Featured,63000,Apple,Used,Chat,"Rs 63,000 CRYSTAL CLEAR CONDITION iPhone XS 256gb WaterPack DUAL SIM APPROVED I-8, Islamabad•2 days ago Call",https://www.olx.com.pk/item/crystal-clear-condition-iphone-xs-256gb-waterpack-dual-sim-approved-iid-1109529638,2025-12-21T03:46:56.772035,,256,,,,0,0,0,0
Featured,69900,Apple,Used,Chat,"Rs 69,900 Mi 11 ultra 12gb 256gb pta approved Mall Road, Lahore•2 days ago Call",https://www.olx.com.pk/item/mi-11-ultra-12gb-256gb-pta-approved-iid-1108832774,2025-12-21T03:46:56.955594,12.0,256,,,,0,1,0,0
Featured,79000,Apple,New,Chat,"Rs 79,000 Samsung S23 8/128, Dual sim 10/10 condition pta approved Allama Iqbal Town - Huma Block, Lahore•2 days ago Call",https://www.olx.com.pk/item/samsung-s23-8128-dual-sim-1010-condition-pta-approved-iid-1109523987,2025-12-21T03:46:56.986238,8.0,128,,,,0,1,0,0
Featured,47999,Apple,Used,Chat,"Rs 47,999 IPhone 12 64GB JV Sim Time 100 BH Model Town, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-12-64gb-jv-sim-time-100-bh-iid-1109521354,2025-12-21T03:46:57.196035,,64,,,,0,0,0,0
Featured,65000,Apple,Used,Chat,"Rs 65,000 Samsung Galaxy Z Flip 3 5G | 8GB RAM | 128GB | Box Pack | Non-PTA Others, Sialkot•2 days ago Call",https://www.olx.com.pk/item/samsung-galaxy-z-flip-3-5g-8gb-ram-128gb-box-pack-non-pta-iid-1109504231,2025-12-21T03:46:57.221505,8.0,128,,,,1,1,0,1
Featured,69000,Apple,Excellent,Chat,"Rs 69,000 iPhone 12 | 64GB | Non-PTA | Original | Excellent Condition MM Alam Road, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-12-64gb-non-pta-original-excellent-condition-iid-1109189786,2025-12-21T03:46:57.321791,,64,,,,0,1,0,0
Featured,68500,Apple,Used,Chat,"Rs 68,500 iPhone 13 128GB SIM Locked – Apple Warranty, 95%+ Battery Gulberg, Lahore•2 days ago Call",https://www.olx.com.pk/item/iphone-13-128gb-sim-locked-apple-warranty-95-battery-iid-1109517412,2025-12-21T03:47:04.077427,,128,,,,0,0,1,0
Featured,22000,Apple,Used,Chat,"Rs 22,000 Realme Note 60x Smartphone – 4GB RAM | 64GB / 128GB Storage Gulshan-e-Iqbal Town, Karachi•2 days ago Call",https://www.olx.com.pk/item/realme-note-60x-smartphone-4gb-ram-64gb-128gb-storage-iid-1109496604,2025-12-21T03:47:04.329176,64.0,128,,,,0,0,0,0
Featured,72000,Apple,Used,Chat,"Rs 72,000 Galaxy note 20 ultra 5G officially pta approved 12/256 Gulistan Colony, Gujranwala•2 days ago Call",https://www.olx.com.pk/item/galaxy-note-20-ultra-5g-officially-pta-approved-12256-iid-1109513567,2025-12-21T03:47:04.393362,12.0,256,,,,1,1,0,0
Featured,55000,Apple,Used,Chat,"Rs 55,000 iphone 11 non pta factory unlocked 128gb 85% battery Allama Iqbal Town - Kamran Block, Lahore•3 days ago Call",https://www.olx.com.pk/item/iphone-11-non-pta-factory-unlocked-128gb-85-battery-iid-1108375735,2025-12-21T03:47:04.518544,,128,,,,0,1,0,0
Featured,90000,Apple,New,Chat,"Rs 90,000 iPhone 12 128gb red LLA sealed PTA Approved Gulistan-e-Jauhar Block 16, Karachi•3 days ago Call",https://www.olx.com.pk/item/iphone-12-128gb-red-lla-sealed-pta-approved-iid-1109511592,2025-12-21T03:47:04.581408,,128,,,,0,1,0,0
Featured,35000,Apple,Excellent,Chat,"Rs 35,000 Samsung S20 FE Non PTA | 6GB 128GB | Excellent Condition Thokar Niaz Baig, Lahore•3 days ago Call",https://www.olx.com.pk/item/samsung-s20-fe-non-pta-6gb-128gb-excellent-condition-iid-1109501612,2025-12-21T03:47:04.652840,6.0,128,,,,0,1,0,0
Featured,45000,Apple,New,Chat,"Rs 45,000 OnePlus 8 pro 12/256 10/10 no fault Johar Town Phase 1, Lahore•3 days ago Call",https://www.olx.com.pk/item/oneplus-8-pro-12256-1010-no-fault-iid-1105825473,2025-12-21T03:47:13.214676,12.0,256,,,,0,0,0,0
Featured,6400,Apple,Used,Chat,"Rs 6,400 Infinix note 50 (8/256GB) Available On Easy Installemnt`s Plan Gulshan-e-Ravi, Lahore•3 days ago Call",https://www.olx.com.pk/item/infinix-note-50-8256gb-available-on-easy-installemnts-plan-iid-1109505421,2025-12-21T03:47:13.345436,8.0,256,,,,0,0,0,0
Featured,84999,Apple,Used,Chat,"Rs 84,999 iPhone 12 PTA Approved 64gb Fresh Stock Waterpack Allama Iqbal Road, Lahore•3 days ago Call",https://www.olx.com.pk/item/iphone-12-pta-approved-64gb-fresh-stock-waterpack-iid-1109504388,2025-12-21T03:47:13.469676,,64,,,,0,1,0,0
Featured,80000,Apple,Used,Chat,"Rs 80,000 Oneplus 10 Pro 12/512 GB Chaklala Scheme, Rawalpindi•3 days ago Call",https://www.olx.com.pk/item/oneplus-10-pro-12512-gb-iid-1109504509,2025-12-21T03:47:13.543889,12.0,512,,,,0,0,0,0
Featured,70000,Apple,Excellent,Chat,"Rs 70,000 Samsung Z Flip 3 5G I 128GB I Non PTA I Excellent MM Alam Road, Lahore•3 days ago",https://www.olx.com.pk/item/samsung-z-flip-3-5g-i-128gb-i-non-pta-i-excellent-iid-1104995256,2025-12-21T03:47:13.655263,,128,,,,1,1,0,0
Featured,40000,Apple,Excellent,Chat,"Rs 40,000 iPhone X |Excellent Condition| iPhone 13| 128GB| All Features Working Gojra to Toba Tek Singh Road, Toba Tek singh•3 days ago Call",https://www.olx.com.pk/item/iphone-x-excellent-condition-iphone-13-128gb-all-features-working-iid-1109502816,2025-12-21T03:47:13.720604,,128,,,,0,0,0,0
Featured,77000,Apple,New,Chat,"Rs 77,000 IQOO NEO 10 ! JUST LIKE NEW ! 12/256GB Bagarian, Lahore•3 days ago Call",https://www.olx.com.pk/item/iqoo-neo-10-just-like-new-12256gb-iid-1109501590,2025-12-21T03:47:13.763014,12.0,256,,,,0,0,0,0
Featured,76999,Apple,Used,Chat,"Rs 76,999 Vivp x90s 12/256 non active only 7k pta tax available Johar Town Phase 1, Lahore•3 days ago Call",https://www.olx.com.pk/item/vivp-x90s-12256-non-active-only-7k-pta-tax-available-iid-1109485818,2025-12-21T03:47:20.591585,12.0,256,,,,0,1,0,0
Featured,43000,Apple,Used,Chat,"Rs 43,000 OnePlus 7 Pro 8/256 Johar Town Phase 1, Lahore•3 days ago Call",https://www.olx.com.pk/item/oneplus-7-pro-8256-iid-1109383190,2025-12-21T03:47:20.642621,8.0,256,,,,0,0,0,0
Featured,49999,Apple,Used,Chat,"Rs 49,999 Redmi K40 Gaming | 12GB/256GB | 90+ FPS PUBG | Dual SIM Saddar, Peshawar•3 days ago Call",https://www.olx.com.pk/item/redmi-k40-gaming-12gb256gb-90-fps-pubg-dual-sim-iid-1109486068,2025-12-21T03:47:20.675115,12.0,256,,,,0,0,0,0
Featured,54999,Apple,Used,Chat,"Rs 54,999 Pixel 7a 8/128 official pta approved Mochipura Morr, Lahore•3 days ago Call",https://www.olx.com.pk/item/pixel-7a-8128-official-pta-approved-iid-1109486496,2025-12-21T03:47:20.763359,8.0,128,,,,0,1,0,0
Featured,49999,Apple,Used,Chat,"Rs 49,999 Pixel 6a box pack 6/128 dual sim pta approved Mochipura Morr, Lahore•3 days ago Call",https://www.olx.com.pk/item/pixel-6a-box-pack-6128-dual-sim-pta-approved-iid-1109160919,2025-12-21T03:47:20.789452,6.0,128,,,,0,1,0,1
Featured,9300,Apple,Used,Chat,"Rs 9,300 Google Pixel 7 Pro (12/256GB) PTA Approved Available On Easy Installem Johar Town Phase 1, Lahore•3 days ago Call",https://www.olx.com.pk/item/google-pixel-7-pro-12256gb-pta-approved-available-on-easy-installem-iid-1109484083,2025-12-21T03:47:20.830130,12.0,256,,,,0,1,0,0
Featured,70000,Apple,Used,Chat,"Rs 70,000 iphone 11 pro 64gb official pta approved Al Hamra Town, Lahore•3 days ago",https://www.olx.com.pk/item/iphone-11-pro-64gb-official-pta-approved-iid-1109482652,2025-12-21T03:47:20.900409,,64,,,,0,1,0,0
Featured,33500,Apple,Used,Chat,"Rs 33,500 Samsung S25 Ulta (12/512) Available On Easy Installemnt`s Plan Askari, Lahore•3 days ago Call",https://www.olx.com.pk/item/samsung-s25-ulta-12512-available-on-easy-installemnts-plan-iid-1109418569,2025-12-21T03:47:20.997356,12.0,512,,,,0,0,0,0
Featured,4700,Apple,Used,Chat,"Rs 4,700 Infinix Hot 60 Pro (8/128GB) Available On Easy Installemnt`s Plan Shahdara, Lahore•3 days ago Call",https://www.olx.com.pk/item/infinix-hot-60-pro-8128gb-available-on-easy-installemnts-plan-iid-1109418269,2025-12-21T03:47:21.031003,8.0,128,,,,0,0,0,0
Featured,39999,Apple,Used,Chat,"Rs 39,999 iPhone 11 64GB JV Sim Time LLA Model Gulberg 3, Lahore•3 days ago Call",https://www.olx.com.pk/item/iphone-11-64gb-jv-sim-time-lla-model-iid-1109206260,2025-12-21T03:47:21.066602,,64,,,,0,0,0,0
Featured,66999,Apple,Used,Chat,"Rs 66,999 iPhone 13 128GB JV Sim Time 100% Bh Valencia Town, Lahore•3 days ago Call",https://www.olx.com.pk/item/iphone-13-128gb-jv-sim-time-100-bh-iid-1109161244,2025-12-21T03:47:21.100725,,128,,,,0,0,0,0
Featured,65000,Apple,Used,Chat,"Rs 65,000 SAMSUNG GALAXY S21 128GB Thokar Niaz Baig, Lahore•4 days ago Call",https://www.olx.com.pk/item/samsung-galaxy-s21-128gb-iid-1109452754,2025-12-21T03:47:21.154983,,128,,,,0,0,0,0
Featured,32900,Apple,Used,Chat,"Rs 32,900 iPhone 17 Pro Max (256GB) Non PTA Available On Easy Installment Plan Shalimar Link Road, Lahore•4 days ago Call",https://www.olx.com.pk/item/iphone-17-pro-max-256gb-non-pta-available-on-easy-installment-plan-iid-1109481124,2025-12-21T03:47:28.901230,,256,,,,0,1,0,0
Featured,20300,Apple,Used,Chat,"Rs 20,300 iPhone 13 Pro Max (256GB) PTA Approved Available On Easy Installment Garden Town - Ahmed Block, Lahore•4 days ago Call",https://www.olx.com.pk/item/iphone-13-pro-max-256gb-pta-approved-available-on-easy-installment-iid-1109480761,2025-12-21T03:47:28.925718,,256,,,,0,1,0,0
Featured,72000,Apple,Used,Chat,"Rs 72,000 Apple iPhone 11 Pro Max 64GB Non PTA Mobile Saddar, Lahore•4 days ago Call",https://www.olx.com.pk/item/apple-iphone-11-pro-max-64gb-non-pta-mobile-iid-1109438307,2025-12-21T03:47:29.017386,,64,,,,0,1,0,0
Featured,65000,Apple,New,Chat,"Rs 65,000 OnePlus 10 Pro – 12GB / 256GB – Black | Like New Chah Habib, Gujranwala•4 days ago Call",https://www.olx.com.pk/item/oneplus-10-pro-12gb-256gb-black-like-new-iid-1105947376,2025-12-21T03:47:29.087172,12.0,256,,,,0,0,0,0
Featured,83000,Apple,Used,Chat,"Rs 83,000 iPhone 12 64GB PTA Approved Paragon City, Lahore•4 days ago Call",https://www.olx.com.pk/item/iphone-12-64gb-pta-approved-iid-1109474124,2025-12-21T03:47:29.333562,,64,,,,0,1,0,0
Featured,49999,Apple,New,WhatsApp,"Rs 49,999 Google Pixel 7 series Brand new 10/10 condition Waterpack PTA Approved Allama Iqbal Road, Sialkot•4 days ago Call Chat",https://www.olx.com.pk/item/google-pixel-7-series-brand-new-1010-condition-waterpack-pta-approved-iid-1100205404,2025-12-21T03:47:29.358009,10.0,10,,,,0,1,0,0
Featured,15800,Apple,Used,Chat,"Rs 15,800 Oppo F11 {8gb/256gb} urgent Sale Chungi Amar Sadhu, Lahore•4 days ago Call",https://www.olx.com.pk/item/oppo-f11-8gb256gb-urgent-sale-iid-1100891130,2025-12-21T03:47:29.599576,8.0,256,,,,0,0,0,0
Featured,60000,Apple,Excellent,Chat,"Rs 60,000 iPhone 13 |Excellent Condition| iPhone X| 128GB| All Features Working Canal Road, Toba Tek singh•4 days ago Call",https://www.olx.com.pk/item/iphone-13-excellent-condition-iphone-x-128gb-all-features-working-iid-1109419635,2025-12-21T03:47:38.001085,,128,,,,0,0,0,0
Featured,5999,Apple,Used,Chat,"Rs 5,999 Apple iPhone 6 16Gb Fresh Stock Cash On Delivery Saddar, Karachi•4 days ago Call",https://www.olx.com.pk/item/apple-iphone-6-16gb-fresh-stock-cash-on-delivery-iid-1106697610,2025-12-21T03:47:38.392870,,16,,,,0,0,0,0
Featured,41999,Apple,Used,Chat,"Rs 41,999 Oneplus Ace 2v, Ace 5/13R, Ace 3 Pro, 10 Pro, 9 Pro, 8, 8 Pro, 7 Johar Town, Lahore•4 days ago Call",https://www.olx.com.pk/item/oneplus-ace-2v-ace-513r-ace-3-pro-10-pro-9-pro-8-8-pro-7-iid-1108341583,2025-12-21T03:47:38.496933,5.0,13,,,,0,0,0,0
Featured,15000,Apple,Used,Chat,"Rs 15,000 MOTOROLA one ace 5g selling 6gb ram 128 gb rom Shah Faisal Town - Block 3, Karachi•5 days ago Call",https://www.olx.com.pk/item/motorola-one-ace-5g-selling-6gb-ram-128-gb-rom-iid-1109448631,2025-12-21T03:47:46.067266,6.0,128,,,,1,0,0,0
Featured,78000,Apple,Used,Chat,"Rs 78,000 Title: IPhone 11 Pro Max 512GB – PTA Approved Hala, Matiari•5 days ago Call",https://www.olx.com.pk/item/title-iphone-11-pro-max-512gb-pta-approved-iid-1109441350,2025-12-21T03:47:46.130764,,512,,,,0,1,0,0
Featured,90000,Apple,Used,Chat,"Rs 90,000 iPhone 11 Pro 256GB | PTA Approved Social Security Workers Welfare Multi Story Flats, Lahore•5 days ago Call",https://www.olx.com.pk/item/iphone-11-pro-256gb-pta-approved-iid-1108681348,2025-12-21T03:47:46.183381,,256,,,,0,1,0,0
