Title,Price,Category,Condition,Material,Description,URL
Executive Office Chair/Special Revolving Chair/Boss Chair/Office Chai,10500.0,Chair,New,,"Description HB FURNITURE
Our Items (For Office Chair):
•	CEO chairs
•	Executive chairs 
•	Staff chairs 
•	High back office chairs 
•	Low back office chairs 
•	Visitor chairs 
•	Study chairs 
•	Auditorium chairs
•	Gaming Chair 
•	Colour Customization. 
One year warranty 
Fully imported brand new

For more details contact us : 0319//7491//970
0319//2004//722",https://www.olx.com.pk/item/executive-office-chairspecial-revolving-chairboss-chairoffice-chai-iid-1104800338
Epoxy Flooring/Laminated wood Flooring / false ceiling/ construction,10000.0,Furniture,New,,"Description Assalam o Alaikum 
>>>>> Welcome To GHAZI INTERIOR & CONSTRUCTION <<<<<

Transform your space with our exquisite interior and construction services! From stunning ceiling designs to modern flooring and expert construction, we’ve got you covered. 

 Our Premium Services Include:
 Gypsum Panel Ceilings – New & Fancy Designs Available
 POP Ceiling Designing – Stylish & Customizable Solutions
 Wooden Panel Ceilings – Elegant & Timeless Look
 Metal Ceiling Tiles – Durable & Contemporary
 LED Integrated Ceilings – Smart Lighting Solutions

 Epoxy Flooring – Glossy, Durable & Easy-to-Maintain Floors for Homes, Offices & Industries

 Complete Construction Services – From foundation to finishing, we handle all types of construction projects with quality & care. 

 Custom Designs Available – We Turn Your Vision Into Reality!

 For More Details, Call/WhatsApp Us At:
  (View phone number)",https://www.olx.com.pk/item/epoxy-flooringlaminated-wood-flooring-false-ceiling-construction-iid-1100055873
Sofa Set //Pure wood Sofa Set//5 Seater Sofa //Branded Sofa With Table,22900.0,Sofa,New,,"Description Brand-new sofa set and round table. Made with pure dry wood frame, quality fabric, and molty foam for lasting comfort. You can also get Sofa set without table. 

Contact : 0332 / 6770 / 440+++++++++++
               : 0300  / 7688 / 348",https://www.olx.com.pk/item/sofa-set-pure-wood-sofa-set5-seater-sofa-branded-sofa-with-table-iid-1104990412
Bed side table dressing Complete set in 50k with 10 year warranty,44999.0,Bed,New,Others,"Description Welcome to        "" Bismillah Furniture "" 

All Home Furniture Available

We Deal all Kinds of Wooden Furniture, Double beds and Other Home Items. 

The price is different for everyone

*100+ Beautiful Designs Are Available
*We are manufacturing all types quilty Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*Solid wood structure and 1st quality material used
*No compromise in quality of product. 

Address: 
                 kachi abadi near dera chaudhry zafar,  Rawalpindi. 
                 

For more details Contact us: 0/3/1/8/5/6/1/5/7/5/5",https://www.olx.com.pk/item/bed-side-table-dressing-complete-set-in-50k-with-10-year-warranty-iid-1105228064
Imported vanity and imported art basin,12000.0,Furniture,New,,Description Imported vanity and imported art basin available at holesale price if any shopkeeper need holesale price pls contact with me my whatsup number  (View phone number),https://www.olx.com.pk/item/imported-vanity-and-imported-art-basin-iid-1105292542
Chairs/Chairs For Banquet/Chairs For Sale,2199.0,Furniture,Used,,"Description Banquet Miniback chairs for Marriage Hall Marque & Tent
new condition 80%
550 pieces location sarai Alamgir jehlum",https://www.olx.com.pk/item/chairschairs-for-banquetchairs-for-sale-iid-1105312004
Dining table set for 6,22000.0,Furniture,Used,,"Description It's a beautiful dining table set which has only been used for a few times, excellent condition, have to shift, so selling it urgently, Solid wood (shesham)",https://www.olx.com.pk/item/dining-table-set-for-6-iid-1104953267
Fiberglass sheets/fiber shades/fiberglass window/fiber steel work,45000.0,Furniture,New,,"Description Assalam O Alaikum 

Welcome to, MASHALLAH STEEL AND FIBER GLASS

We offer a wide range of glass railing with steel wood 
to meet the architectural and interior decoration requirements of the clients. 
restaurants, hotels, offices, public places and residences. 


Wood railings
Stainless railings 
mashallah steel
fibre glass ss railing
Ms railing 
MS grill SS 
grill MS gate
steel all work
fibre all work
fiber shed green 
shed green net 
shade fiber 
window shade


Contact us:  (View phone number) 
0/3/17/3/4/4/1/8/3/0
These railings fabricated from optimum quality material are highly durable and corrosion resistant.",https://www.olx.com.pk/item/fiberglass-sheetsfiber-shadesfiberglass-windowfiber-steel-work-iid-1095401442
office table / computer table / executive table / study table,5000.0,Table,New,,"Description We Deal in All Kinds of Office Furniture
 Best Quality Office Furniture
 Available at Reasonable Prices
 Discounts on Bulk Orders

Prices vary based on design and material quality. 
 Delivery available all across Pakistan!

Our Featured Items Include:
Revolving Chairs

Study Chairs

Plastic Chairs

Office Furniture

School Furniture

College Chairs

Classroom Furniture

Study Tables

Boss Chairs & Tables

Executive Revolving Chairs

 Explore Our Full Range:
 www. fahfurniture. com

 Call or WhatsApp Us Anytime:
 (View phone number)",https://www.olx.com.pk/item/office-table-computer-table-executive-table-study-table-iid-1103196202
"Iron, steel, Door, Windows, Railing, stairs ,Frame, Grills, Rack,fiber",70000.0,Furniture,New,,"Description We Do All type of Iron Steel Welding Works,  
Main Gate, 
Doors, Mumty doors, bathroom doors,
Chogaths, jasti chogaths, 
Windows,  sliding windows,
Steel Railing,  
Fiber Glass work, 
Stairs, spiral stairs, 
Home and Office Repair & Maintenance. 
Fiber shed, 
Structure,
Metal frames, Metal furniture, racks, stands, 
Steel Railing, 
Glass Railing, 
Iron Railing, 
Stair, Balcony, metal, 
Safety Railing, 
Stainless Steel, 
terrace railing,
commercial kitchen equipment  
industrial conveyors, chain conveyors, belt conveyor, conveyor fabrication, 

Best Rate in Market 
High Quality Work

Reagards, Engr Zahid",https://www.olx.com.pk/item/iron-steel-door-windows-railing-stairs-frame-grills-rackfiber-iid-1073914740
Bed with side tables set,90000.0,Bed,Used,Wood,"Description Bed with side tables along with spring mattress (78"" x 66""). Big beautiful side tables with drawers. slightly used.",https://www.olx.com.pk/item/bed-with-side-tables-set-iid-1104874579
Premium office Reception counter,55000.0,Furniture,Used,,"Description 8 by 2 feet
1 month used
premium UV sheet",https://www.olx.com.pk/item/premium-office-reception-counter-iid-1104890018
Recliner - Electric / Manual Sofa Recliners - 3 Seater Recliners Sale,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-3-seater-recliners-sale-iid-1104831130
"Double bed, King size bed, Dressing table,Bedset,poshish bed,Furnitur",50000.0,Bed,New,Wood,"Description We are manufacturing all types quality Furniture Factory Price. 

Best & no. 1 quality material used in all products. 

Graceful and decent design. Best Quality and Finishing
Solid wood structure and 1st quality material used

No compromise in quality of product & polish. 

Special discounted in bulk purchasing. 
ALL PRODUCT PRICE ARE DIFFRENT. 

Also We Deal All Kind Of Furniture

DELIVERY CHARGES NOT INCLUDED IN THIS AMOUNT

ONLY FOR CALL & WHATSAPP :
03/42/17/44/926",https://www.olx.com.pk/item/double-bed-king-size-bed-dressing-tablebedsetposhish-bedfurnitur-iid-1105419260
L shape sofa / sofa set / sofa / fabric change / sofa poshish,99900.0,Sofa,New,,"Description sofa polish kindly contact me 

Sofa Poshish. 
Deewan poshish. 
setie poshish. 
Sofa cum Bed
Sofa Making. 
Sofa Lose cover. 
Cornor Poshsih
 
sofa for sale 

per seat 2000RS

I
We provide best poshish  worker for work at your home on factory rate. 

For detail Call or Whatsapp

For any information You can Contact Us:",https://www.olx.com.pk/item/l-shape-sofa-sofa-set-sofa-fabric-change-sofa-poshish-iid-1097118870
Car parking shade | sheds for sale | Fiber Shades | Tensile Shades,55000.0,Furniture,New,,"Description WELCOME ; ""SUPREME TENSILE ""


Available for delivery and installation across Lahore and surrounding areas. Transform your space with our reliable and stylish fiberglass and tensile sheds

>Car parking Shades

>Swimming Pool Shades

>Fiber Shades

>Tensile Shades

>Car Shades

we deal all king of sheds ,tensile sheds , fiber glass sheds 

*Quality will be no compromised roving last & complete work out excellent processing multi resin completely fibre glass manufacture custom made. 

For more details click on my profile
call / sms / inbox and whats app
Contact:
(0\3\2\6\8\6\8\6\6\2\2)

Binyaamin.",https://www.olx.com.pk/item/car-parking-shade-sheds-for-sale-fiber-shades-tensile-shades-iid-1102555783
Customised Neon Sign|Neon Lights|light sign|3d sign board|Acrylic sig,2000.0,Furniture,New,,"Description Create Your Unique NEON SIGN. 
 DM for Ordering and Details. 
 Where Handcraft Meets Perfection. 
 Fully Tailored to Your Needs
 Wide Range of colours 
 100% Customer Satisfaction. 
 High-Quality Materials. 
 Simple Installation Process.  
Order Now via DM. Delivery Available Throughout Pakistan (Message) Neon Lights ( sa Kings neon) on WhatsApp.",https://www.olx.com.pk/item/customised-neon-signneon-lightslight-sign3d-sign-boardacrylic-sig-iid-1102470304
Sofa 6 seater for sale,55000.0,Sofa,Used,,Description 1 year used feels like brand new molty foam installed inside,https://www.olx.com.pk/item/sofa-6-seater-for-sale-iid-1105247592
bed set / bed room set for sale /wooden bed set,25000.0,Bed,Used,Wood,"Description Includes

King size bed
2 side tables
1 crockery unit 
1 corner
1 4 door cupboard
1 dressing table

You will need a carpenter to deassemble it and load it

Dc by buyer",https://www.olx.com.pk/item/bed-set-bed-room-set-for-sale-wooden-bed-set-iid-1104796650
Recliner - Electric / Manual Sofa Recliners - 3 Seater Recliners Sale,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-3-seater-recliners-sale-iid-1104831147
9 seater Luxury sofa set - Modern and comfortable,25000.0,Sofa,Used,,"Description 9 Seater Luxury Sofa Set – Modern & Comfortable

Upgrade your living room with this stylish 9-seater sofa set – perfect for families or those who love entertaining!

 Condition: Excellent / Gently Used 
 Design: Modern & elegant with a luxurious touch
 Comfortable cushions and premium upholstery
 Ideal for home, office, or guest lounge
 Sturdy frame – built to last",https://www.olx.com.pk/item/9-seater-luxury-sofa-set-modern-and-comfortable-iid-1104894517
"bed set, double bed, king size bed, polish bed, bed for sale, beds",29999.0,Bed,New,Wood,"Description Jutt furniture shop 
All type of bed sets are available 

Bed  29999
Side's table 10000
dressing 19999

king size bed 
queen size bed 
double bed
single bed 
side tables 
dressing tables
can be made on your demand also 

Contact us 
03/26/44/77/63/4",https://www.olx.com.pk/item/bed-set-double-bed-king-size-bed-polish-bed-bed-for-sale-beds-iid-1104015386
double mattress/foam/Medicated / SIngle Double Spring bed/Folding matt,2999.0,Bed,New,Foam,"Description We deal in all kind of good quality medicated/foam mattress cumebeds on good rates

We have all sizes mattressess available on very good rate


We deal in 
=/ SIngle mattress
=/ Double mattress
=/ Spring Mattress
=/ Ortho Mattress
=/ Sofa Material
=/ foam sheets
=/ Carpet underlay
=/ Sofa gadi 
=/ Goa pillow
=/ pilo 

shops locations  = AMARPURA CHOWK/CHAH SULTAN/CHAKLALA ROAD RWP/GOLRA ROAD ISB

Contact us : 0/3/3/9/4/1/1/1/1/2/3 whatsapp or call
. . .  . . .",https://www.olx.com.pk/item/double-mattressfoammedicated-single-double-spring-bedfolding-matt-iid-1093275419
Wood Works | Cupboard | Wardrobe | Kitchen Cabinet | Fiber Doors,30000.0,Furniture,New,,"Description Welcome to Usm furntiure house
Over Services…
 Kitchen Cabinets. 
 Beds / Wardrobes
 Media Walls
Shoes Rack
Dinning Table
Pvc door Fiber door
Venti Solid, Semi Solid & Engineer Doors. 
All Types of Wood & Plywood Works
Prices vary based on customization and will be discussed over a phone call. 
Contact us now for details and quotations. . . 
For Details Call, SMS, Inbox and WhatsApp. 
Contact:   (View phone number)",https://www.olx.com.pk/item/wood-works-cupboard-wardrobe-kitchen-cabinet-fiber-doors-iid-1104253362
Brand New Diamond Supreme Pro King Size,32000.0,Bed,New,Foam,"Description Selling Brand New Diamond Supreme Pro Foam direct from shop. 

Original Price 35,000RS, I want to buy Diamond Supreme Memory thats why giving discount for 3,000RS. 

Final Price 32,000RS, 1 year warranty from date of purchase. 

Size: King (78×72inch)
Thickness: 6inch",https://www.olx.com.pk/item/brand-new-diamond-supreme-pro-king-size-iid-1105398796
Sofa Set //7 seater sofa set With3 Seater Sofa Cum Bed //5 seater Sofa,55000.0,Sofa,Used,,"Description 7 seater mint condition sofa set. 
(3 seater is sofa cum bed)

interested may contact
Only First come First serve basis. . . 

Contact
https://wa. me/0335 / 2281 / 119",https://www.olx.com.pk/item/sofa-set-7-seater-sofa-set-with3-seater-sofa-cum-bed-5-seater-sofa-iid-1105328092
Sofa poshish // Furniture polish // sofa repair// wall poshish,2000.0,Sofa,Used,,"Description (Hafiz furniture factory )
0322 / 6606 / 617

If you are looking for high-quality SOFA SETS at affordable prices & want more designs then Call/Whatsapp on (0322 / 6606 / 617)
Luxury SOFA Sets graceful and decent. 

** All latest design sofa sets munasib rate pay order par tyar kiyai jatay hain. 
~ 6 seter sofa set
. ~Backless Deewan
~ Centre Table
~Corner sofa/L shaped
~Bedroom Chairs
~ satti
~stools

** purana sofa set ki poshish tabdeel karwain

** Poshish colours can be changed on your demand. 
Soild wood structure. 

** ORDER NOW
Foam 10 years warranty , 15 years structure guarantee, excellent finishing. 
**Proprietor : Farooq azam

Location: Harbunspura diyal house lahore
opening Timings: 9 Am to 9 pm",https://www.olx.com.pk/item/sofa-poshish-furniture-polish-sofa-repair-wall-poshish-iid-1103080751
Room Chairs Set For Sale Best Quality Low Price,17000.0,Furniture,New,,"Description کیا آپ کو اچھا اور مضبوط فرنیچر چاہئیے ؟
سستا فرنیچرڈاریکٹ فیکٹری سے اُٹھائیں
Best Offer 2025
Sale Sale Sale 
Flower Chair Price 25000
Mora Chair Price 15000
Seati 2 Seater Price 15000
High Back chair Price 25000
نوٹ:دکاندارحضرات اپنے شوروم کے لئےہم سے ہول سیل ریٹ پے مال خریدنے کے لئے رابطہ کریں
ان کے علاوہ اور بھی بہت سے ڈیزائن موجود ہیں  
ایڈریس:ٹھوکر نیاز بیگ لاہور -
Call & Whatsapp 
 کے لیے اس واٹس ایپ پر رابطہ کریں۔
#eidoffer2025 #newroomchair #bestfurniture2025 #roomchairs2025 #roomchairsdesign #flowerchairs #seatisofa
#morachairs
#funriture #newfurniture2025 #olx #olxlahore #olxpakistan #bestoffer2025 @olxpakistan @mehboobiyafurniture",https://www.olx.com.pk/item/room-chairs-set-for-sale-best-quality-low-price-iid-1102278386
Executive Office chair - laptop Revolving chair Gaming chair for sale,7000.0,Chair,New,,"Description ---------------WELCOME TO CHAIR ZONE -------------------

Starting Price    =7000/-
We deal All kind off Chairs
We deal best quality furniture
rates are very cheaps

Visit our profile for more chairs

> Office chair
> Executive chair
> Waiting chair 
> Boss chair
> Gaming chair

We are providing All kind of chai & Chair Repairing

FOR MORE DETAILS : (View phone number)",https://www.olx.com.pk/item/executive-office-chair-laptop-revolving-chair-gaming-chair-for-sale-iid-1097092585
Computer Table/Laptop Table/Study Table/Workstation,3399.0,Furniture,New,,"Description Length 3ft width 2ft Height 2.5ft Rs3400 (Without bottom shelf)
Length 4ft width 2ft Height 2.5ft Rs6000 (With bottom Shelf)
Length 3ft width 2ft Height 2.5ft Rs4500(With Bottom Shelf)
Different Colors Available
White Frame Extra Charges Rs1000
Material
Metal frame with lamination sheet top sides pvc edge binding 1mm tape 
Delivery Service Available
Whatsapp  (View phone number)",https://www.olx.com.pk/item/computer-tablelaptop-tablestudy-tableworkstation-iid-1099858643
Pure plastic chairs/Special Design Chairs / Chairs with Arms,89000.0,Furniture,New,,"Description We manufacture all types of plastic tables and chairs original price of table 5300, discounted price 4600
-Our products are of good quality
-All types of plastic furniture are available
# sofa set
# tables
# out door chairs
# indoor chairs
# plastic chair & table set
# study chairs
# babies school furniture

Contact for more details :
WHATSAPP No :
 030/243/49/996",https://www.olx.com.pk/item/pure-plastic-chairsspecial-design-chairs-chairs-with-arms-iid-1105153020
quality bed \ wooden \ kingbed \ double bed,35000.0,Bed,Used,Wood,"Description Experience the ultimate in comfort and luxury with this elegant king size bed. Generously spacious, it offers ample room for stretching out and relaxing, making it perfect for couples or anyone who values a more expansive sleep surface. Designed with both style and support in mind, the bed features a sturdy frame, premium materials, and a timeless aesthetic that effortlessly enhances any bedroom decor. Whether you're enjoying a peaceful night’s rest or lounging with a book or movie, this king size bed is a statement piece that combines functionality with refined sophistication.",https://www.olx.com.pk/item/quality-bed-wooden-kingbed-double-bed-iid-1104391072
Stairs-Iron Work-Cnc Grills-Cnc Work-Laser Cut- Balcony-Grills-Railin,1200.0,Furniture,New,,"Description We Deal In All Kinds of CNC Work 
Cnc Gates
Cut work 
Railing 
Grills 
Alhamdulillah customer are satisfied
Contact us : 0/3/1/5/5/8/2/8/8/7//1",https://www.olx.com.pk/item/stairs-iron-work-cnc-grills-cnc-work-laser-cut-balcony-grills-railin-iid-1104396076
Tensile Shades | Car parking shade | sheds for sale | Fiber Shades,57500.0,Furniture,New,,"Description WELCOME ; ""SMART TENSILE ""


Available for delivery and installation across Lahore and All Over Pakistan areas. Transform your space with our reliable and stylish fiberglass and tensile sheds

>Car parking Shades

>Swimming Pool Shades

>Fiber Shades

>Tensile Shades

>Car Shades

we deal all king of sheds ,tensile sheds , fiber glass sheds 

*Quality will be no compromised roving last & complete work out excellent processing multi resin completely fibre glass manufacture custom made.",https://www.olx.com.pk/item/tensile-shades-car-parking-shade-sheds-for-sale-fiber-shades-iid-1105349693
Bed Set / Dressing / Room Bed Set For sale,34900.0,Bed,Used,Wood,"Description High-quality bed set with dressing table available for sale. Elegant design, durable wood, and perfect for any bedroom setup. The set is well-maintained and ready to use. 

 Bed Set (King/Queen size as per availability)
 Dressing Table with Mirror
 Strong and stylish design
 Affordable price

Perfect for enhancing your room’s look with comfort and style. 
Contact WhatsApp or 
direct calls  (Chat with seller) 
 (Chat with seller)",https://www.olx.com.pk/item/bed-set-dressing-room-bed-set-for-sale-iid-1105374230
dining table - dining table with dining chairs - 6 seater dining table,50000.0,Furniture,New,,"Description **WELCOME TO TR FURNITURE HOUSE*

All Home Furniture Available
We Deal all Kinds of Wooden Furniture like 

100+ Beautiful Designs Are Available
*Solid & beautiful dining table Available in Reasonable price. 
*We are manufacturing all types of quality Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*No compromise in quality of product & polish. 

*The color scheme can be changed according to *
your choice *

Customize tables chairs design available in order

*selling all types of furniture. . . . . . . . . . 


*Special discounted in bulk purchasing*

You can contact us call & what's app-- 24/7
Only serious buyers can 
contact us Whatsap No : 0 3 2 2 / 6 7 1 2 / 7 7 5",https://www.olx.com.pk/item/dining-table-dining-table-with-dining-chairs-6-seater-dining-table-iid-1094158571
Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-sofa-set-new-recliners-iid-1101903018
Mesh Office Chair/Workstation Chair/Staff Chair/Low Back Chair/Chair,5800.0,Chair,New,,Description More designs are also available. Please call us for more details.,https://www.olx.com.pk/item/mesh-office-chairworkstation-chairstaff-chairlow-back-chairchair-iid-1105243238
Executive Office Setup /CEO Table,65000.0,Table,New,,"Description Sheesham High Quality Tables
UV TABLES 
ALL OFFICE FURNITURE AVAILABLE",https://www.olx.com.pk/item/executive-office-setup-ceo-table-iid-1103699549
"STUDY CHAIR, STUDENT CHAIR, TABLET CHAIR, CLASSROOM CHAIR EXAIM CHAIR",2255.0,Furniture,New,,"Description Please Whatsapp At Compnay Number 0,3,3,0,6,1,2,1,0,0,0 
Welcome to Citi International Furniture Industries Head Office Gujranwala. 
We Are Manufacturing All Kind Of Montessori Furniture, School Furniture, College Furniture and University Furniture. 
Please Download Price List: https://citifurniture. pk/Price. html
Please Visit Our Website: http://citifurniture. pk/
Please Visit Our Facebook: https://www. facebook. com/citifurniture. pk
Google Maps Location: https://g. page/cifig
Regard:
Mobile: 0,3,2,9,6,1,2,1,0,0,0,
Mobile 0,3,3,0,6,1,2,1,0,0,0,",https://www.olx.com.pk/item/study-chair-student-chair-tablet-chair-classroom-chair-exaim-chair-iid-1105225645
"Study Table ,Computer Table Laptop Table Office Table Working Table",4500.0,Furniture,New,,"Description Usamaniya furniture house 
Looking to upgrade your office or home workspace?
We bring you top-quality office furniture that combines style, comfort, and durability — all at affordable prices!

 Available Products:
 Executive Office Chairs – Comfortable, high back, revolving with wheels
 Staff Chairs – Ergonomic design, sturdy frame, breathable mesh/fabric
 Office Tables – Modern designs with spacious tops and storage options
 Workstations & Study Tables – Compact, practical & space-saving

 Quality That Lasts:

Heavy-duty materials

Powder-coated frames

Water & scratch-resistant laminated surfaces

Designed for long working hours


 Customization & Bulk Orders Available

Sizes, colors, and finishes as per your requirement

Special rates for offices, schools, and bulk buyers

For more Information:
Contact me:
0302  / 780 / 4343
 Visit us or call for more details!
 Delivery available all over Lahore & nearby areas",https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1104547907
Bed/wooden bed/Day bed/double bed/bed for sale,11000.0,Bed,Used,Wood,"Description Bed/wooden bed/Day bed/double bed/bed for sale
brand new in mint condition 
Only uesd for few time
for more details contact here 
    >0/325/996/634/4<",https://www.olx.com.pk/item/bedwooden-bedday-beddouble-bedbed-for-sale-iid-1102054519
iron/rod full sofa and bed set,16000.0,Bed,Used,Iron,"Description Iron sofa and bed set
1. iron double bed
2x side tables
3. dressing table
4.2 seater sofas with 3 seater large sofa 
total 5 seater set
IN GOOD CONDITION",https://www.olx.com.pk/item/ironrod-full-sofa-and-bed-set-iid-1104220531
The Black Tripod Lamp | Floor Lamp | Metal Lamp | COD Available,5000.0,Furniture,Used,,Description The Black Tripod Floor Lamp brings elegance and stability to any space. Minimalist design meets bold style. Elevate your home with the Black Tripod Floor Lamp.,https://www.olx.com.pk/item/the-black-tripod-lamp-floor-lamp-metal-lamp-cod-available-iid-1104809588
King size bed  whole seller manufacture,13000.0,Bed,New,Wood,"Description Bed structure kayl wood 
Sides table : dico paint made with mdf
Call  (View phone number)",https://www.olx.com.pk/item/king-size-bed-whole-seller-manufacture-iid-1104232163
computer table/ workstation,5500.0,Furniture,New,,Description we prepare computer tables on order in one day. for more details feel free to contact on my WhatsApp no (View phone number),https://www.olx.com.pk/item/computer-table-workstation-iid-1076436566
Kitchen Cubboard,30000.0,Wardrobe,Used,,Description Kitchen cubboard for sale. Multi purpose cub board,https://www.olx.com.pk/item/kitchen-cubboard-iid-1105316864
Dining table set /Dining chairs set /Dining table,70000.0,Furniture,Used,,"Description Please contact on NUMBER OR WHATSAPP 
Contact for more details:
                         0303#39391#67
                              0310#00091#67
Pure shesham wood 10 years warranty. 
Polish and fabric color on your choice, 
Such as bedroom set, dining set, center table and all kinds of sofa set etc. 
You can visit our Showroom to check the quality. 
 SHOWROOM ADDRESS
Shop# R-73 Black-13D2 near Ibrar Masjid Gulshan-e-Iqbal , karachi,",https://www.olx.com.pk/item/dining-table-set-dining-chairs-set-dining-table-iid-1104328583
L shaped/Sofa set/Wooden sofa/Luxury Sofa/7 seater sofa,80000.0,Furniture,Used,,"Description اپریل 2025میں خریدا تھا۔ میری امی کو رنگ پسند نہیں ۔ بہت اچھی کوالٹی میں ہے۔ صرف سنجیدہ خریدار رابطہ کریں۔ 
 کوئی خرابی یا نقص نہیں ہے 
صوفہ کور بھی ساتھ شامل ہیں۔
price is negotiable",https://www.olx.com.pk/item/l-shapedsofa-setwooden-sofaluxury-sofa7-seater-sofa-iid-1103458424
Padel Tennis - Padel Courts - Grass Glooring - Indoor Ground Grass,45000.0,Furniture,New,,"Description Musa Traders offers a huge variety in artificial grass or Astro Turf for sports feilds schools play area fake lawn's balcony homes restaurants and the material is long lasting,easy to maintain where you want feel free to querie Whatsapp or call


Musa Traders is leading name in grass supplier and installer in Pakistan no one can serve like us wholesale prices professional installation with experienced labour. We also operate online for customers to stay home and stay safe our representative will come and provide the samples. feel free to query WhatsApp or call




BEST TURKISH AND CHINA IMPORTED ARTIFICIAL GRASS ONLY AT MUSA TRADERS
WATER PROOF UV TREATED
MAINTENANCE FREE
NYLON SOFT PILE LONG LASTING MATERIAL
COMES IN DIFFERENT PILE HEIGHTS
STOCKS AVAILABLE
FEEL FREE TO CONTACT US TO GET DELIVERY AT YOUR DOORSTEP. 



Now make your muddy backyard lawn green fresh lawn by artificial grass synthetic grass. with saving water and no matinenance
waterproof UV treated best quality imported grass comes with rubber backing differnt varities available. can be applied on anykind of surface as per your needs. Musa traders pioneers of artificial grass in pakistan with lowest wholesale rates. 

Musa traders offers
Lowest price in Pakistan Guranted on Artificial Grass on minimum Quantity 2200 sqfts. Imported Grass heavy backing with drainage holes. can be applied anywhere and in any kind of surface no need of hard cemented surface. stocks available anytime. feel free to get services at your doorstep

Contact Us For More Details :

See phone number
0/3/0/0/2/1/2/9/5/4/4
0/3/1/1/2/2/9/9/2/5/4padel tennis , padel courts ,Grass Structure, grass flooring ,imported",https://www.olx.com.pk/item/padel-tennis-padel-courts-grass-glooring-indoor-ground-grass-iid-1100795543
